Iteration	SimID	Obj	Parmaters
6	8	[-5.582299596942997]	@[1.8033166679417674, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, 9.363122552288472, -0.5780496637517006, 12.4835401842597, -1.0317388023901755, 15.436567144528123, -0.47130302193754137]
6	7	[-18.080806336307564]	@[0.08443464425187286, 0.7667373308652237, -0.6287592324577336, -0.7614587411816354, -1.1221774377564024, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	10	[-17.802532472781674]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -0.5535637054717668, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	9	[-7.429090229697176]	@[0.08443464425187286, 1.3554069907861424, 4.367543982898237, 11.14355432204292, 11.93437353634529, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 4.583260992838735, -0.47130302193754137]
6	5	[-6.878649953428616]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -14.598926600589738, 11.40422879884935, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	12	[-5.581643186821986]	@[9.248551916375838, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, 13.555232988414337, -9.529347932409639, -1.0317388023901755, 11.387219381286307, -0.47130302193754137]
6	11	[-17.984500415013922]	@[0.08443464425187286, 0.9853703051097559, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	14	[-17.82091519186643]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, 0.20977137010916636, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	13	[-9.685676038469476]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, 8.793570941236895, -0.5780496637517006, -8.753515119615253, -1.0317388023901755, -3.2680931992483035, -0.47130302193754137]
6	16	[-5.944909960818008]	@[0.08443464425187286, 17.780290818988945, -0.6287592324577336, 11.78389004291526, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -4.247833724618891, -0.47130302193754137]
6	15	[-17.88879392854795]	@[0.21430422255190065, 0.6911174919285731, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	18	[-17.96601118398634]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 0.4218301983028514, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	17	[-7.019452646044344]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -6.800796374974564, -1.2245866203536582, -0.5780496637517006, 17.34307332029261, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	19	[-17.992646832301624]	@[0.08443464425187286, 0.8439291048877052, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	20	[-6.12663646653448]	@[0.08443464425187286, -8.369281876432485, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, 19.926291867548738]
6	22	[-17.856574243271925]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.1548994268265586, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	21	[-7.5125538791655355]	@[5.127422705242119, 1.3554069907861424, -0.6287592324577336, -14.169686472087069, -1.2245866203536582, -0.5780496637517006, -8.486685902773376, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	23	[-17.99770437990182]	@[0.08443464425187286, 0.9169550182256987, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	2	[-17.21032656609337]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 1.3918583653617445, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, 2.0831194055016042]
7	0	[-5.649631772280953]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, 18.715273737122867, -0.6847941480557754, 7.240490299926764, 1.3495973729368433, -10.198600675602357, -0.15579138411329785, 5.080188890973205]
7	4	[-6.255133829027943]	@[5.486278207623475, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -14.624737824675856, 1.3495973729368433, -12.22505721920881, -0.15579138411329785, 5.033555231370052]
7	1	[-9.996587086351779]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 6.2937833302419275, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, 10.454298930918661]
7	3	[-18.391997550851638]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 1.0292790199292212, -0.04328510005903197, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	5	[-7.7496371195436575]	@[0.08443464425187286, -0.6551273836246803, 12.49229481861933, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -10.649353872301438, -0.47130302193754137]
7	8	[-7.259435706033899]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 12.088152870684063, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -14.129228927743746]
7	10	[-18.49937332636911]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, -0.5111907907317201, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	12	[-6.500815810089109]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, -14.719696192368096, -1.0317388023901755, -0.15579138411329785, -13.595667886271823]
7	9	[-8.222492538954885]	@[0.08443464425187286, -0.6551273836246803, 6.515095298264633, -0.7614587411816354, -0.6847941480557754, 8.409133332780184, -11.407801759829427, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	13	[-8.773642021371016]	@[0.08443464425187286, -0.6551273836246803, 8.680076021357875, -0.7614587411816354, 11.528545023163842, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	6	[-18.071905268134927]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, -0.5890484128330269, -1.0317388023901755, -0.15579138411329785, 1.3875754463158]
7	11	[-18.074177716783417]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 1.0937766735526981, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	14	[-17.847761631244737]	@[0.08443464425187286, -0.6551273836246803, 0.8561011160010261, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, 1.3708549882040766]
7	16	[-6.657446836839084]	@[8.572173585993584, -0.6551273836246803, -8.458119822867102, 14.883026375129116, -0.6847941480557754, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	7	[-18.153597263251374]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.9390126489600302, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	15	[-18.123398933722182]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 1.0215855076618707, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	17	[-8.127069223972457]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 10.243759423860757, 1.3495973729368433, -1.0317388023901755, -12.214035852464155, -0.47130302193754137]
7	18	[-17.368787979432764]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 1.9827669402905452, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 0.5834170987445936, -0.47130302193754137]
7	20	[-6.07642650666713]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, -10.01404746172498, -1.0317388023901755, 17.542521646194075, -8.020518648409208]
7	19	[-18.156400006661354]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.8383930036577109, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	22	[-18.672899175555063]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	21	[-9.96915407418449]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, 8.704634709687006, -0.6847941480557754, -0.5780496637517006, -8.952213739521325, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
7	23	[-18.158192395336837]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.9044421838682056, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	0	[-4.914149956323971]	@[0.08443464425187286, 12.092345064251512, 16.01371015412476, -0.7614587411816354, 9.599749090455969, 0.2683573496614834, 0.42905203440390693, 14.106374407081145, -0.15579138411329785, -0.47130302193754137]
8	1	[-8.220322668508274]	@[0.08443464425187286, 6.207729036925727, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, -5.2791283078760385, -13.460916716726341, -0.15579138411329785, -0.47130302193754137]
8	2	[-19.034944386674617]	@[0.08443464425187286, 0.15313082630454244, -0.3153772285815378, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	8	[-5.358958791018226]	@[7.614009771695455, -7.642696209999624, -0.6287592324577336, -0.7614587411816354, 12.869719407834603, -8.868847474427328, 0.016674732339922393, -1.0317388023901755, 14.670705152445484, -0.47130302193754137]
8	9	[-7.922520067086564]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, 13.320823516387097, 9.950886686968847]
8	6	[-18.676074748579204]	@[0.08443464425187286, -0.6551273836246803, 0.565197578568482, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	3	[-18.821414496664246]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.2701756971637478, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	10	[-18.397599283488116]	@[-0.5563520376408442, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, -0.5620523211889334, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	11	[-18.907974089852917]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.14577589086739806, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	12	[-6.055096703416533]	@[14.682278969664386, 13.569428978864526, -0.6287592324577336, -0.7614587411816354, -7.112518561960102, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	4	[-4.2751066061856955]	@[15.59436038175601, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 15.167159246017665, 13.134193529711332, 0.42905203440390693, -1.0317388023901755, 12.091796847748475, -0.47130302193754137]
8	13	[-9.077708035392579]	@[4.8012019113426305, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, -8.746012012491624, 6.192421447819991, -7.319031807594076, -0.47130302193754137]
8	5	[-6.133877480154742]	@[17.605127373414376, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -10.487292740177502, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	14	[-18.443459809698087]	@[-0.8527136381412967, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	16	[-6.06418061745653]	@[-13.592095137925302, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -1.9778422077803097, 0.2683573496614834, 0.42905203440390693, -9.212224412086218, -12.686639196555232, -0.47130302193754137]
8	7	[-18.83730180111547]	@[0.08443464425187286, 0.2381575976923993, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, 0.24389201280037887, -0.3790538402699817]
8	15	[-18.873912322264218]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.19839862975654166, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	17	[-7.363829465604438]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 10.305575308970502, -14.295595778113608, -0.15579138411329785, -0.47130302193754137]
8	18	[-18.7071798544376]	@[0.08443464425187286, 0.45387609151020203, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	20	[-6.544618753943602]	@[0.08443464425187286, -11.54660544572777, -0.7849515865481035, -12.500764620478854, -0.6847941480557754, -5.503920169551117, 0.42905203440390693, -1.0317388023901755, -7.358186490472999, -0.47130302193754137]
8	22	[-18.914761106400483]	@[0.08443464425187286, 0.13963506061897657, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	19	[-18.89323645956072]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.16969276644635534, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
8	21	[-12.013054963022762]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, 0.2683573496614834, -3.650164184052759, 8.281634470913758, -0.15579138411329785, -0.47130302193754137]
8	23	[-18.854516715981692]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, 0.22550452967217138, 0.2683573496614834, 0.42905203440390693, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
